gene	tpm1	tpm2	status_any	n_isoforms	diffisouse	status_overall	logFC_overall	dtu	dte	dge	logFC_overall_cat	avetpm	avetpm_cat
ENSG00000135837	15.103075	15.103075	0	11	0	0	0	0	0	0	[ 0.00, 0.56)	15.103075	[   2.628,  17.148)
ENSG00000135838	24.027999	24.027999	1	12	1	0	0	1	0	0	[ 0.00, 0.56)	24.027999	[  17.148,3265.406]
ENSG00000135842	20.334273	20.334273	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	20.334273	[  17.148,3265.406]
ENSG00000135845	22.5154615	22.5154615	0	9	0	0	0	0	0	0	[ 0.00, 0.56)	22.5154615	[  17.148,3265.406]
ENSG00000135847	21.234006	21.234006	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	21.234006	[  17.148,3265.406]
ENSG00000135862	83.784717	92.623637	1	6	1	1	0.144693298792933	0	1	0	[ 0.00, 0.56)	88.204177	[  17.148,3265.406]
ENSG00000135870	4.373212	4.373212	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	4.373212	[   2.628,  17.148)
ENSG00000136628	49.295858	49.295858	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	49.295858	[  17.148,3265.406]
ENSG00000136630	9.391262	9.391262	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	9.391262	[   2.628,  17.148)
ENSG00000136631	17.4185953	17.4185953	0	12	0	0	0	0	0	0	[ 0.00, 0.56)	17.4185953	[  17.148,3265.406]
ENSG00000136634	2.339779	0.262652	1	3	0	1	3.15514779359427	0	0	1	[ 2.62,13.22]	1.3012155	[   0.362,   2.628)
ENSG00000136636	20.954156	20.954156	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	20.954156	[  17.148,3265.406]
ENSG00000136643	7.326139	7.326139	0	7	0	0	0	0	0	0	[ 0.00, 0.56)	7.326139	[   2.628,  17.148)
ENSG00000136653	2.56327718	2.56327718	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	2.56327718	[   0.362,   2.628)
ENSG00000137936	16.11015	16.11015	0	10	0	0	0	0	0	0	[ 0.00, 0.56)	16.11015	[   2.628,  17.148)
ENSG00000137941	5.0336086	330.541812	1	13	0	1	6.03709592651988	0	0	1	[ 2.62,13.22]	167.7877103	[  17.148,3265.406]
ENSG00000137942	14.3087	21.5689	1	5	1	1	0.592059998188704	0	1	0	[ 0.56, 1.54)	17.9388	[  17.148,3265.406]
ENSG00000137944	19.877268286487	19.877268286487	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	19.877268286487	[  17.148,3265.406]
ENSG00000137947	24.7532292	24.7532292	0	7	0	0	0	0	0	0	[ 0.00, 0.56)	24.7532292	[  17.148,3265.406]
ENSG00000137948	0.07925621109724	0.07925621109724	0	21	0	0	0	0	0	0	[ 0.00, 0.56)	0.07925621109724	[   0.000,   0.362)
ENSG00000137955	63.202132	57.357126	1	15	1	1	0.140000489144416	0	1	0	[ 0.00, 0.56)	60.279629	[  17.148,3265.406]
ENSG00000137959	10.0821736	10.0821736	0	11	0	0	0	0	0	0	[ 0.00, 0.56)	10.0821736	[   2.628,  17.148)
ENSG00000137960	9.61208	9.61208	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	9.61208	[   2.628,  17.148)
ENSG00000137962	9.1101587	9.1101587	1	5	1	0	0	1	0	0	[ 0.00, 0.56)	9.1101587	[   2.628,  17.148)
ENSG00000137965	26.067508774	26.067508774	1	10	1	0	0	1	0	0	[ 0.00, 0.56)	26.067508774	[  17.148,3265.406]
ENSG00000137968	6.1012541	6.399919	1	4	1	1	0.0689478297877368	0	1	0	[ 0.00, 0.56)	6.25058655	[   2.628,  17.148)
ENSG00000137970	3.8322	3.8322	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	3.8322	[   2.628,  17.148)
ENSG00000137975	2.400238	0.372083	1	3	0	1	2.68948108382193	0	0	1	[ 2.62,13.22]	1.3861605	[   0.362,   2.628)
ENSG00000137976	0.4005768	0.4005768	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.4005768	[   0.362,   2.628)
ENSG00000137992	8.618682	2.078712	1	2	1	1	2.05177737354833	0	1	0	[ 1.54, 2.62)	5.348697	[   2.628,  17.148)
ENSG00000137996	25.238833	21.137058	1	5	1	1	0.255870617587094	0	1	0	[ 0.00, 0.56)	23.1879455	[  17.148,3265.406]
ENSG00000142224	0.1020934	0.1020934	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0.1020934	[   0.000,   0.362)
ENSG00000142583	4.6603655	4.6603655	0	12	0	0	0	0	0	0	[ 0.00, 0.56)	4.6603655	[   2.628,  17.148)
ENSG00000142599	21.6040974	21.6040974	0	18	0	0	0	0	0	0	[ 0.00, 0.56)	21.6040974	[  17.148,3265.406]
ENSG00000142606	1.4672236	0.205533	1	10	0	1	2.83564679561898	0	0	1	[ 2.62,13.22]	0.8363783	[   0.362,   2.628)
ENSG00000142609	0.6035634	0.6035634	0	11	0	0	0	0	0	0	[ 0.00, 0.56)	0.6035634	[   0.362,   2.628)
ENSG00000142611	0.6937700463	0.6937700463	1	11	1	0	0	1	0	0	[ 0.00, 0.56)	0.6937700463	[   0.362,   2.628)
ENSG00000142615	0	0	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000142619	0.0534204	0.0534204	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0534204	[   0.000,   0.362)
ENSG00000142621	0.8054864	1.7295334	1	27	1	1	1.10245073919487	0	1	0	[ 0.56, 1.54)	1.2675099	[   0.362,   2.628)
ENSG00000142623	0.2015669	0.2015669	1	6	1	0	0	1	0	0	[ 0.00, 0.56)	0.2015669	[   0.000,   0.362)
ENSG00000142627	23.824955	6.8505276	1	4	0	1	1.79818648119349	0	0	1	[ 1.54, 2.62)	15.3377413	[   2.628,  17.148)
ENSG00000142632	4.705469	4.705469	0	7	0	0	0	0	0	0	[ 0.00, 0.56)	4.705469	[   2.628,  17.148)
ENSG00000142634	84.52174	84.52174	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	84.52174	[  17.148,3265.406]
ENSG00000142655	10.835976	10.835976	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	10.835976	[   2.628,  17.148)
ENSG00000142657	61.985904	11.025232	1	12	0	1	2.49113116029275	0	0	1	[ 1.54, 2.62)	36.505568	[  17.148,3265.406]
ENSG00000142661	1.449646	1.449646	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	1.449646	[   0.362,   2.628)
ENSG00000142669	233.692	233.692	1	2	1	0	0	1	0	0	[ 0.00, 0.56)	233.692	[  17.148,3265.406]
ENSG00000142675	7.612361	7.131665409654	1	14	1	1	0.0941049611312913	0	1	0	[ 0.00, 0.56)	7.372013204827	[   2.628,  17.148)
ENSG00000142676	1631.69282	1631.69282	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	1631.69282	[  17.148,3265.406]
ENSG00000142677	12.0342	40.72638	1	1	0	1	1.75882334616258	0	0	1	[ 1.54, 2.62)	26.38029	[  17.148,3265.406]
ENSG00000142684	4.9804	34.950879	1	2	0	1	2.8109952173621	0	0	1	[ 2.62,13.22]	19.9656395	[  17.148,3265.406]
ENSG00000142686	5.248831	5.248831	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	5.248831	[   2.628,  17.148)
ENSG00000142687	36.0575396117	36.0575396117	0	21	0	0	0	0	0	0	[ 0.00, 0.56)	36.0575396117	[  17.148,3265.406]
ENSG00000142694	17.1791	17.1791	1	2	1	0	0	1	0	0	[ 0.00, 0.56)	17.1791	[  17.148,3265.406]
ENSG00000142698	0.0136133	0.0136133	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.0136133	[   0.000,   0.362)
ENSG00000142700	0.0201132	0.0201132	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.0201132	[   0.000,   0.362)
ENSG00000142733	11.67332	11.4270271	1	8	1	1	0.0307648200046149	0	1	0	[ 0.00, 0.56)	11.55017355	[   2.628,  17.148)
ENSG00000142748	1.0089434	1.0089434	0	4	0	0	0	0	0	0	[ 0.00, 0.56)	1.0089434	[   0.362,   2.628)
ENSG00000142751	12.75381	12.75381	1	5	1	0	0	1	0	0	[ 0.00, 0.56)	12.75381	[   2.628,  17.148)
ENSG00000142765	22.552147	7.26051	1	8	0	1	1.63512199074453	0	0	1	[ 1.54, 2.62)	14.9063285	[   2.628,  17.148)
ENSG00000142784	15.81743	15.81743	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	15.81743	[   2.628,  17.148)
ENSG00000142789	0.1999827	0.1999827	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0.1999827	[   0.000,   0.362)
ENSG00000142794	7.5426261	7.5426261	1	12	1	0	0	1	0	0	[ 0.00, 0.56)	7.5426261	[   2.628,  17.148)
ENSG00000142798	31.1258321	31.1258321	1	16	1	0	0	1	0	0	[ 0.00, 0.56)	31.1258321	[  17.148,3265.406]
ENSG00000142856	32.1624498	32.1624498	0	15	0	0	0	0	0	0	[ 0.00, 0.56)	32.1624498	[  17.148,3265.406]
ENSG00000142864	167.65765	167.65765	0	8	0	0	0	0	0	0	[ 0.00, 0.56)	167.65765	[  17.148,3265.406]
ENSG00000142867	23.8248	23.8248	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	23.8248	[  17.148,3265.406]
ENSG00000142871	193.00112	186.64046	1	2	1	1	0.0483474514342556	0	1	0	[ 0.00, 0.56)	189.82079	[  17.148,3265.406]
ENSG00000142875	47.1719635596	47.1719635596	1	16	1	0	0	1	0	0	[ 0.00, 0.56)	47.1719635596	[  17.148,3265.406]
ENSG00000142892	20.8190683	20.8190683	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	20.8190683	[  17.148,3265.406]
ENSG00000142910	47.6986894	47.6986894	1	13	1	0	0	1	0	0	[ 0.00, 0.56)	47.6986894	[  17.148,3265.406]
ENSG00000142920	2.11256970016143	2.47033160016143	1	21	1	1	0.225705771054255	0	1	0	[ 0.00, 0.56)	2.29145065016143	[   0.362,   2.628)
ENSG00000142937	1148.24682	1148.24682	0	8	0	0	0	0	0	0	[ 0.00, 0.56)	1148.24682	[  17.148,3265.406]
ENSG00000142945	3.4436987	3.4436987	0	10	0	0	0	0	0	0	[ 0.00, 0.56)	3.4436987	[   2.628,  17.148)
ENSG00000142949	58.67943044282	52.983612	1	18	1	1	0.147308669422374	0	1	0	[ 0.00, 0.56)	55.83152122141	[  17.148,3265.406]
ENSG00000142959	5.05756	5.05756	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	5.05756	[   2.628,  17.148)
ENSG00000142961	8.988526	28.80259	1	4	0	1	1.68004209095692	0	0	1	[ 1.54, 2.62)	18.895558	[  17.148,3265.406]
ENSG00000142973	1.744014	1.744014	0	13	0	0	0	0	0	0	[ 0.00, 0.56)	1.744014	[   0.362,   2.628)
ENSG00000143001	1.70258	0.220958	1	1	0	1	2.94587851714719	0	0	1	[ 2.62,13.22]	0.961769	[   0.362,   2.628)
ENSG00000143006	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000143013	59.26835	694.05434	1	4	1	1	3.54971482168867	0	1	0	[ 2.62,13.22]	376.661345	[  17.148,3265.406]
ENSG00000143028	0.755631	0.755631	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0.755631	[   0.362,   2.628)
ENSG00000143032	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000143033	12.043763907408	12.043763907408	0	14	0	0	0	0	0	0	[ 0.00, 0.56)	12.043763907408	[   2.628,  17.148)
ENSG00000143036	19.961875	19.961875	1	10	1	0	0	1	0	0	[ 0.00, 0.56)	19.961875	[  17.148,3265.406]
ENSG00000143061	5.53827	5.53827	1	4	1	0	0	1	0	0	[ 0.00, 0.56)	5.53827	[   2.628,  17.148)
ENSG00000143067	2.80636	0.439354	1	1	0	1	2.67524435601612	0	0	1	[ 2.62,13.22]	1.622857	[   0.362,   2.628)
ENSG00000143079	15.79057989	15.79057989	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	15.79057989	[   2.628,  17.148)
ENSG00000143093	13.0269892	13.0269892	0	9	0	0	0	0	0	0	[ 0.00, 0.56)	13.0269892	[   2.628,  17.148)
ENSG00000143105	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000143106	96.187315	96.187315	1	6	1	0	0	1	0	0	[ 0.00, 0.56)	96.187315	[  17.148,3265.406]
ENSG00000143107	0	0	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000143110	28.54062	28.54062	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	28.54062	[  17.148,3265.406]
ENSG00000143119	102.503767	102.503767	1	7	1	0	0	1	0	0	[ 0.00, 0.56)	102.503767	[  17.148,3265.406]
ENSG00000143125	0.0454453	0.0454453	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.0454453	[   0.000,   0.362)
ENSG00000143126	1.269313	1.269313	1	4	1	0	0	1	0	0	[ 0.00, 0.56)	1.269313	[   0.362,   2.628)
ENSG00000143127	0.091565	0.091565	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	0.091565	[   0.000,   0.362)
ENSG00000143140	4.3464493	4.604788	1	3	1	1	0.0832974214412029	0	1	0	[ 0.00, 0.56)	4.47561865	[   2.628,  17.148)
ENSG00000143147	3.2476516	3.2476516	1	11	1	0	0	1	0	0	[ 0.00, 0.56)	3.2476516	[   2.628,  17.148)
ENSG00000143149	52.993227	49.791099	1	6	1	1	0.0899201231215205	0	1	0	[ 0.00, 0.56)	51.392163	[  17.148,3265.406]
ENSG00000143153	191.537378	191.537378	1	5	1	0	0	1	0	0	[ 0.00, 0.56)	191.537378	[  17.148,3265.406]
ENSG00000143155	25.242171	2.560901	1	2	1	1	3.3011126103018	0	1	0	[ 2.62,13.22]	13.901536	[   2.628,  17.148)
ENSG00000143156	9.643658	9.643658	0	14	0	0	0	0	0	0	[ 0.00, 0.56)	9.643658	[   2.628,  17.148)
ENSG00000143157	13.60841	13.60841	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	13.60841	[   2.628,  17.148)
ENSG00000143158	59.065751	59.065751	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	59.065751	[  17.148,3265.406]
ENSG00000143162	115.088911	115.088911	1	2	1	0	0	1	0	0	[ 0.00, 0.56)	115.088911	[  17.148,3265.406]
ENSG00000143164	30.6761659	30.6761659	0	12	0	0	0	0	0	0	[ 0.00, 0.56)	30.6761659	[  17.148,3265.406]
ENSG00000143167	145.76927	145.76927	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	145.76927	[  17.148,3265.406]
ENSG00000143171	2.5536859	2.5536859	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	2.5536859	[   0.362,   2.628)
ENSG00000143178	0.995181276	0.995181276	0	4	0	0	0	0	0	0	[ 0.00, 0.56)	0.995181276	[   0.362,   2.628)
ENSG00000143179	29.90606	29.90606	1	9	1	0	0	1	0	0	[ 0.00, 0.56)	29.90606	[  17.148,3265.406]
ENSG00000143183	122.912822	83.213922	1	7	1	1	0.562738600448497	0	1	0	[ 0.56, 1.54)	103.063372	[  17.148,3265.406]
ENSG00000143184	1.05819	1.05819	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	1.05819	[   0.362,   2.628)
ENSG00000143185	1.95648	1.95648	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	1.95648	[   0.362,   2.628)
ENSG00000143190	2.5365335	2.4722223	1	19	1	1	0.037049739357211	0	1	0	[ 0.00, 0.56)	2.5043779	[   0.362,   2.628)
ENSG00000143194	0.0366052	0.0366052	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	0.0366052	[   0.000,   0.362)
ENSG00000143195	0.0782681	0.0782681	0	7	0	0	0	0	0	0	[ 0.00, 0.56)	0.0782681	[   0.000,   0.362)
ENSG00000143196	71.6698	71.6698	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	71.6698	[  17.148,3265.406]
ENSG00000143198	124.750746	124.750746	0	14	0	0	0	0	0	0	[ 0.00, 0.56)	124.750746	[  17.148,3265.406]
ENSG00000143199	0.0909048	0.0909048	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	0.0909048	[   0.000,   0.362)
ENSG00000143207	25.698538	25.698538	0	10	0	0	0	0	0	0	[ 0.00, 0.56)	25.698538	[  17.148,3265.406]
ENSG00000143217	2.184276	1.805267	1	3	1	1	0.274942935045242	0	1	0	[ 0.00, 0.56)	1.9947715	[   0.362,   2.628)
ENSG00000143222	96.267385	98.755298	1	6	1	1	0.0368110459892629	0	1	0	[ 0.00, 0.56)	97.5113415	[  17.148,3265.406]
ENSG00000143224	6.564143617	6.924043	1	21	1	1	0.0770078802772157	0	1	0	[ 0.00, 0.56)	6.7440933085	[   2.628,  17.148)
ENSG00000143226	80.240009	80.240009	1	15	1	0	0	1	0	0	[ 0.00, 0.56)	80.240009	[  17.148,3265.406]
ENSG00000143228	2.4399496	2.4399496	1	12	1	0	0	1	0	0	[ 0.00, 0.56)	2.4399496	[   0.362,   2.628)
ENSG00000143248	57.60263	57.60263	0	7	0	0	0	0	0	0	[ 0.00, 0.56)	57.60263	[  17.148,3265.406]
ENSG00000143252	103.858266	103.457875	1	9	1	1	0.00557257939997247	0	1	0	[ 0.00, 0.56)	103.6580705	[  17.148,3265.406]
ENSG00000143256	60.37319	3.96155	1	2	1	1	3.92977111614528	0	1	0	[ 2.62,13.22]	32.16737	[  17.148,3265.406]
ENSG00000143257	0.3363894	1.308407	1	34	1	1	1.95960723248297	0	1	0	[ 1.54, 2.62)	0.8223982	[   0.362,   2.628)
ENSG00000143258	10.85590877	10.85590877	0	10	0	0	0	0	0	0	[ 0.00, 0.56)	10.85590877	[   2.628,  17.148)
ENSG00000143278	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000143294	30.684341	30.684341	0	8	0	0	0	0	0	0	[ 0.00, 0.56)	30.684341	[  17.148,3265.406]
ENSG00000143297	11.7284802	38.122156	1	11	0	1	1.70061363506932	0	0	1	[ 1.54, 2.62)	24.9253181	[  17.148,3265.406]
ENSG00000143303	15.13938	15.13938	1	11	1	0	0	1	0	0	[ 0.00, 0.56)	15.13938	[   2.628,  17.148)
ENSG00000143314	64.697155	64.697155	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	64.697155	[  17.148,3265.406]
ENSG00000143315	5.28676	5.28676	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	5.28676	[   2.628,  17.148)
ENSG00000143318	0.3016856	0.052151797	1	4	1	1	2.53225696587103	0	1	0	[ 1.54, 2.62)	0.1769186985	[   0.000,   0.362)
ENSG00000143319	18.058428	18.058428	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	18.058428	[  17.148,3265.406]
ENSG00000143320	5.543769	5.543769	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	5.543769	[   2.628,  17.148)
ENSG00000143321	136.704802	136.704802	0	11	0	0	0	0	0	0	[ 0.00, 0.56)	136.704802	[  17.148,3265.406]
ENSG00000143322	4.991769726361	5.652765226361	1	12	1	1	0.179405396204373	0	1	0	[ 0.00, 0.56)	5.322267476361	[   2.628,  17.148)
ENSG00000143324	14.098157	14.098157	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	14.098157	[   2.628,  17.148)
ENSG00000143333	2.993	2.993	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	2.993	[   2.628,  17.148)
ENSG00000143337	39.1352864	27.5287149	1	11	1	1	0.507532739473377	0	1	0	[ 0.00, 0.56)	33.33200065	[  17.148,3265.406]
ENSG00000143340	1.00016	1.00016	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	1.00016	[   0.362,   2.628)
ENSG00000143341	3.5729541	3.3206544	1	6	1	1	0.105649799532006	0	1	0	[ 0.00, 0.56)	3.44680425	[   2.628,  17.148)
ENSG00000143344	23.297408	23.297408	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	23.297408	[  17.148,3265.406]
ENSG00000143353	17.750253	3.3312082	1	12	0	1	2.41372215779415	0	0	1	[ 1.54, 2.62)	10.5407306	[   2.628,  17.148)
ENSG00000143355	0.00372862	0.00372862	0	7	0	0	0	0	0	0	[ 0.00, 0.56)	0.00372862	[   0.000,   0.362)
ENSG00000143363	11.227459	201.733109	1	11	0	1	4.1673445236519	0	0	1	[ 2.62,13.22]	106.480284	[  17.148,3265.406]
ENSG00000143365	4.789001	4.789001	1	4	1	0	0	1	0	0	[ 0.00, 0.56)	4.789001	[   2.628,  17.148)
ENSG00000143367	11.17323	11.17323	1	8	1	0	0	1	0	0	[ 0.00, 0.56)	11.17323	[   2.628,  17.148)
ENSG00000143368	13.18171	167.858	1	2	1	1	3.67063185504925	0	1	0	[ 2.62,13.22]	90.519855	[  17.148,3265.406]
ENSG00000143369	34.0126437	4.8712	1	7	0	1	2.80372202356156	0	0	1	[ 2.62,13.22]	19.44192185	[  17.148,3265.406]
ENSG00000143373	7.418858	7.418858	0	8	0	0	0	0	0	0	[ 0.00, 0.56)	7.418858	[   2.628,  17.148)
ENSG00000143374	13.414579	13.414579	0	13	0	0	0	0	0	0	[ 0.00, 0.56)	13.414579	[   2.628,  17.148)
ENSG00000143375	44.794398	68.535028	1	8	1	1	0.613523212964306	0	1	0	[ 0.56, 1.54)	56.664713	[  17.148,3265.406]
ENSG00000143376	6.2456	10.288035	1	5	1	1	0.720055375950767	0	1	0	[ 0.56, 1.54)	8.2668175	[   2.628,  17.148)
ENSG00000143379	16.303687	16.303687	0	17	0	0	0	0	0	0	[ 0.00, 0.56)	16.303687	[   2.628,  17.148)
ENSG00000143382	15.6385183438	15.6385183438	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	15.6385183438	[   2.628,  17.148)
ENSG00000143384	204.331	204.331	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	204.331	[  17.148,3265.406]
ENSG00000143387	93.799373	93.799373	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	93.799373	[  17.148,3265.406]
ENSG00000143390	36.80215253	36.80215253	0	22	0	0	0	0	0	0	[ 0.00, 0.56)	36.80215253	[  17.148,3265.406]
ENSG00000143393	25.2135342403	25.3075130403	1	14	1	1	0.00536738299751106	0	1	0	[ 0.00, 0.56)	25.2605236403	[  17.148,3265.406]
ENSG00000143398	17.9894085	17.9894085	0	18	0	0	0	0	0	0	[ 0.00, 0.56)	17.9894085	[  17.148,3265.406]
ENSG00000143401	16.266246	13.870714	1	10	1	1	0.229839284724894	0	1	0	[ 0.00, 0.56)	15.06848	[   2.628,  17.148)
ENSG00000143409	12.017223	6.586093	1	6	1	1	0.86760876037676	0	1	0	[ 0.56, 1.54)	9.301658	[   2.628,  17.148)
ENSG00000143412	3.12814	0.685075	1	2	0	1	2.19097123810015	0	1	0	[ 1.54, 2.62)	1.9066075	[   0.362,   2.628)
ENSG00000143416	191.293869	199.671454	1	20	1	1	0.061837457028751	0	1	0	[ 0.00, 0.56)	195.4826615	[  17.148,3265.406]
ENSG00000143418	76.700803	76.700803	0	15	0	0	0	0	0	0	[ 0.00, 0.56)	76.700803	[  17.148,3265.406]
ENSG00000143420	165.417719	87.52563	1	15	1	1	0.918336333350464	0	1	0	[ 0.56, 1.54)	126.4716745	[  17.148,3265.406]
ENSG00000143434	1.66053646	1.66053646	1	8	1	0	0	1	0	0	[ 0.00, 0.56)	1.66053646	[   0.362,   2.628)
ENSG00000143436	43.2495870112065	16.686254	1	11	0	1	1.37402624502198	0	0	1	[ 0.56, 1.54)	29.9679205056032	[  17.148,3265.406]
ENSG00000143437	22.858343000468	22.858343000468	0	12	0	0	0	0	0	0	[ 0.00, 0.56)	22.858343000468	[  17.148,3265.406]
ENSG00000143442	16.81631216	16.81631216	0	23	0	0	0	0	0	0	[ 0.00, 0.56)	16.81631216	[   2.628,  17.148)
ENSG00000143443	2.361318509654	2.591309	1	3	1	1	0.134088405016738	0	1	0	[ 0.00, 0.56)	2.476313754827	[   0.362,   2.628)
ENSG00000143450	2.11129	2.11129	1	7	1	0	0	1	0	0	[ 0.00, 0.56)	2.11129	[   0.362,   2.628)
ENSG00000143452	0.5897611	0.5897611	0	9	0	0	0	0	0	0	[ 0.00, 0.56)	0.5897611	[   0.362,   2.628)
ENSG00000143457	35.48589	14.5525	1	4	0	1	1.28597847256443	0	0	1	[ 0.56, 1.54)	25.019195	[  17.148,3265.406]
ENSG00000143458	5.539667	5.539667	1	7	1	0	0	1	0	0	[ 0.00, 0.56)	5.539667	[   2.628,  17.148)
ENSG00000143466	0	0	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000143469	0.096967167798165	0.096967167798165	0	9	0	0	0	0	0	0	[ 0.00, 0.56)	0.096967167798165	[   0.000,   0.362)
ENSG00000143473	0.643053	0.267729	1	2	1	1	1.26416423043231	0	1	0	[ 0.56, 1.54)	0.455391	[   0.362,   2.628)
ENSG00000143476	3.3751	3.3751	1	6	1	0	0	1	0	0	[ 0.00, 0.56)	3.3751	[   2.628,  17.148)
ENSG00000143479	0.716008	0.716008	1	5	1	0	0	1	0	0	[ 0.00, 0.56)	0.716008	[   0.362,   2.628)
ENSG00000143486	2.473203	2.473203	1	8	1	0	0	1	0	0	[ 0.00, 0.56)	2.473203	[   0.362,   2.628)
ENSG00000143493	6.950621523	6.950621523	0	9	0	0	0	0	0	0	[ 0.00, 0.56)	6.950621523	[   2.628,  17.148)
ENSG00000143494	1.508464	1.508464	1	12	1	0	0	1	0	0	[ 0.00, 0.56)	1.508464	[   0.362,   2.628)
ENSG00000143498	4.978635	4.978635	1	9	1	0	0	1	0	0	[ 0.00, 0.56)	4.978635	[   2.628,  17.148)
ENSG00000143499	20.469179	20.23047744282	1	7	1	1	0.0169228701923114	0	1	0	[ 0.00, 0.56)	20.34982822141	[  17.148,3265.406]
ENSG00000143502	0.2929278	0.2929278	0	13	0	0	0	0	0	0	[ 0.00, 0.56)	0.2929278	[   0.000,   0.362)
ENSG00000143507	3.6736668	92.532902	1	6	0	1	4.65467375143672	0	0	1	[ 2.62,13.22]	48.1032844	[  17.148,3265.406]
ENSG00000143512	0.28349872	0.66250772	1	4	1	1	1.22459504454816	0	1	0	[ 0.56, 1.54)	0.47300322	[   0.362,   2.628)
ENSG00000143514	10.62285436	10.62285436	0	15	0	0	0	0	0	0	[ 0.00, 0.56)	10.62285436	[   2.628,  17.148)
ENSG00000143515	17.656398	17.656398	1	7	1	0	0	1	0	0	[ 0.00, 0.56)	17.656398	[  17.148,3265.406]
ENSG00000143520	0.0336748	0.0336748	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0336748	[   0.000,   0.362)
ENSG00000143536	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000143537	48.164564	48.164564	1	33	1	0	0	1	0	0	[ 0.00, 0.56)	48.164564	[  17.148,3265.406]
ENSG00000143543	99.95741	25.04341	1	6	1	1	1.99688250203975	0	1	0	[ 1.54, 2.62)	62.50041	[  17.148,3265.406]
ENSG00000143545	95.948394	99.211769	1	4	1	1	0.0482526119637885	0	1	0	[ 0.00, 0.56)	97.5800815	[  17.148,3265.406]
ENSG00000143546	51.710479	51.710479	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	51.710479	[  17.148,3265.406]
ENSG00000143549	392.8574759	314.4638025	1	22	1	1	0.321112054504194	0	1	0	[ 0.00, 0.56)	353.6606392	[  17.148,3265.406]
